d,imagen,persona_real,persona_predicha,distance,correcta
3,Test/s17/9.pgm,17,7,0.8306638598442078,False
3,Test/s17/10.pgm,17,7,0.9371581673622131,False
3,Test/s18/6.pgm,18,18,1.1669819355010986,True
3,Test/s18/7.pgm,18,18,1.4331839084625244,True
3,Test/s18/8.pgm,18,18,1.008591890335083,True
3,Test/s18/9.pgm,18,18,1.0652824640274048,True
3,Test/s18/10.pgm,18,5,1.724457859992981,False
3,Test/s19/6.pgm,19,19,2.73126220703125,True
3,Test/s19/7.pgm,19,19,0.689826488494873,True
3,Test/s19/8.pgm,19,27,0.46897780895233154,False
3,Test/s19/9.pgm,19,2,1.49322509765625,False
3,Test/s19/10.pgm,19,27,1.501723289489746,False
3,Test/s20/6.pgm,20,20,0.754503071308136,True
3,Test/s20/7.pgm,20,36,2.734096050262451,False
3,Test/s20/8.pgm,20,10,1.0296581983566284,False
3,Test/s20/9.pgm,20,10,1.7707940340042114,False
3,Test/s20/10.pgm,20,20,1.051419973373413,True
3,Test/s21/6.pgm,21,21,0.5628389716148376,True
3,Test/s21/7.pgm,21,21,0.7753143906593323,True
3,Test/s21/8.pgm,21,21,0.6229825615882874,True
3,Test/s21/9.pgm,21,29,1.033422827720642,False
3,Test/s21/10.pgm,21,21,0.9357364773750305,True
3,Test/s22/6.pgm,22,39,2.4121274948120117,False
3,Test/s22/7.pgm,22,22,1.242322564125061,True
3,Test/s22/8.pgm,22,22,0.7359524369239807,True
3,Test/s22/9.pgm,22,22,0.9397596716880798,True
3,Test/s22/10.pgm,22,22,1.2974278926849365,True
3,Test/s23/6.pgm,23,23,0.9939621686935425,True
3,Test/s23/7.pgm,23,9,0.76231449842453,False
3,Test/s23/8.pgm,23,23,1.2529932260513306,True
3,Test/s23/9.pgm,23,9,1.1073925495147705,False
3,Test/s23/10.pgm,23,9,1.1098082065582275,False
3,Test/s24/6.pgm,24,24,1.309118390083313,True
3,Test/s24/7.pgm,24,24,0.8408333659172058,True
3,Test/s24/8.pgm,24,24,0.4493885636329651,True
3,Test/s24/9.pgm,24,24,1.574068546295166,True
3,Test/s24/10.pgm,24,24,1.3927301168441772,True
3,Test/s25/6.pgm,25,12,1.1285614967346191,False
3,Test/s25/7.pgm,25,12,0.9334262013435364,False
3,Test/s25/8.pgm,25,12,0.3761173188686371,False
3,Test/s25/9.pgm,25,12,0.5231313109397888,False
3,Test/s25/10.pgm,25,25,0.5842945575714111,True
3,Test/s26/6.pgm,26,12,1.305479645729065,False
3,Test/s26/7.pgm,26,35,2.1692721843719482,False
3,Test/s26/8.pgm,26,12,1.062984585762024,False
3,Test/s26/9.pgm,26,12,1.2229869365692139,False
3,Test/s26/10.pgm,26,12,0.8818570375442505,False
3,Test/s27/6.pgm,27,15,2.483881950378418,False
3,Test/s27/7.pgm,27,8,2.6105105876922607,False
3,Test/s27/8.pgm,27,15,2.059901475906372,False
3,Test/s27/9.pgm,27,2,0.717671811580658,False
3,Test/s27/10.pgm,27,28,0.42223653197288513,False
3,Test/s28/6.pgm,28,28,0.7975927591323853,True
3,Test/s28/7.pgm,28,28,0.7724010348320007,True
3,Test/s28/8.pgm,28,37,2.85469388961792,False
3,Test/s28/9.pgm,28,28,2.7439801692962646,True
3,Test/s28/10.pgm,28,28,1.106137990951538,True
3,Test/s29/6.pgm,29,29,1.2985916137695312,True
3,Test/s29/7.pgm,29,29,1.1846117973327637,True
3,Test/s29/8.pgm,29,21,1.5450490713119507,False
3,Test/s29/9.pgm,29,33,1.4561564922332764,False
3,Test/s29/10.pgm,29,33,1.5355885028839111,False
3,Test/s30/6.pgm,30,30,1.1193979978561401,True
3,Test/s30/7.pgm,30,30,1.7985810041427612,True
3,Test/s30/8.pgm,30,30,1.106917142868042,True
3,Test/s30/9.pgm,30,20,1.7085323333740234,False
3,Test/s30/10.pgm,30,30,0.7247120141983032,True
3,Test/s31/6.pgm,31,15,4.082517623901367,False
3,Test/s31/7.pgm,31,31,1.3837336301803589,True
3,Test/s31/8.pgm,31,21,1.9852322340011597,False
3,Test/s31/9.pgm,31,31,1.0196584463119507,True
3,Test/s31/10.pgm,31,31,0.46393194794654846,True
3,Test/s32/6.pgm,32,16,2.2827560901641846,False
3,Test/s32/7.pgm,32,17,2.3543219566345215,False
3,Test/s32/8.pgm,32,32,1.3777216672897339,True
3,Test/s32/9.pgm,32,32,1.4388952255249023,True
3,Test/s32/10.pgm,32,2,1.4913181066513062,False
3,Test/s33/6.pgm,33,20,1.724648118019104,False
3,Test/s33/7.pgm,33,33,1.478865146636963,True
3,Test/s33/8.pgm,33,33,1.2390142679214478,True
3,Test/s33/9.pgm,33,33,0.82380211353302,True
3,Test/s33/10.pgm,33,33,0.13953571021556854,True
3,Test/s34/6.pgm,34,22,1.742091178894043,False
3,Test/s34/7.pgm,34,34,1.1512376070022583,True
3,Test/s34/8.pgm,34,22,1.4821323156356812,False
3,Test/s34/9.pgm,34,22,2.4065353870391846,False
3,Test/s34/10.pgm,34,22,2.3144588470458984,False
3,Test/s35/6.pgm,35,12,2.6396172046661377,False
3,Test/s35/7.pgm,35,35,1.969941258430481,True
3,Test/s35/8.pgm,35,25,1.4245043992996216,False
3,Test/s35/9.pgm,35,26,2.2498559951782227,False
3,Test/s35/10.pgm,35,12,1.0227700471878052,False
3,Test/s36/6.pgm,36,16,2.2776753902435303,False
3,Test/s36/7.pgm,36,20,2.177614450454712,False
3,Test/s36/8.pgm,36,36,0.9538771510124207,True
3,Test/s36/9.pgm,36,7,1.3561440706253052,False
3,Test/s36/10.pgm,36,16,1.3796806335449219,False
3,Test/s37/6.pgm,37,37,0.8387802243232727,True
3,Test/s37/7.pgm,37,37,1.005637526512146,True
3,Test/s37/8.pgm,37,37,1.7565186023712158,True
3,Test/s37/9.pgm,37,26,1.2739167213439941,False
3,Test/s37/10.pgm,37,37,1.9420663118362427,True
3,Test/s38/6.pgm,38,38,1.0826374292373657,True
3,Test/s38/7.pgm,38,38,0.7511283159255981,True
3,Test/s38/8.pgm,38,23,2.0284159183502197,False
3,Test/s38/9.pgm,38,9,0.9690649509429932,False
3,Test/s38/10.pgm,38,38,0.30935922265052795,True
3,Test/s39/6.pgm,39,39,0.9713297486305237,True
3,Test/s39/7.pgm,39,29,1.100190281867981,False
3,Test/s39/8.pgm,39,29,1.9511239528656006,False
3,Test/s39/9.pgm,39,39,1.6881147623062134,True
3,Test/s39/10.pgm,39,39,1.5410045385360718,True
3,Test/s40/6.pgm,40,40,0.791355550289154,True
3,Test/s40/7.pgm,40,40,1.5081312656402588,True
3,Test/s40/8.pgm,40,40,0.21400760114192963,True
3,Test/s40/9.pgm,40,40,2.1989376544952393,True
3,Test/s40/10.pgm,40,40,1.7899024486541748,True
5,Test/s1/6.pgm,1,32,4.842864513397217,False
5,Test/s1/7.pgm,1,32,3.301638603210449,False
5,Test/s1/8.pgm,1,16,4.570626258850098,False
5,Test/s1/9.pgm,1,1,4.298053741455078,True
5,Test/s1/10.pgm,1,1,6.139516830444336,True
5,Test/s2/6.pgm,2,2,2.2918853759765625,True
5,Test/s2/7.pgm,2,2,3.263162851333618,True
5,Test/s2/8.pgm,2,2,0.9948137998580933,True
5,Test/s2/9.pgm,2,2,3.7932050228118896,True
5,Test/s2/10.pgm,2,2,2.832157850265503,True
5,Test/s3/6.pgm,3,4,4.137648105621338,False
5,Test/s3/7.pgm,3,4,3.248396158218384,False
5,Test/s3/8.pgm,3,12,3.9209537506103516,False
5,Test/s3/9.pgm,3,4,2.820739984512329,False
5,Test/s3/10.pgm,3,3,2.9345388412475586,True
5,Test/s4/6.pgm,4,12,5.101164817810059,False
5,Test/s4/7.pgm,4,4,1.2410598993301392,True
5,Test/s4/8.pgm,4,4,1.694191575050354,True
5,Test/s4/9.pgm,4,4,1.2170100212097168,True
5,Test/s4/10.pgm,4,4,1.999191164970398,True
5,Test/s5/6.pgm,5,5,1.127750039100647,True
5,Test/s5/7.pgm,5,5,1.009015440940857,True
5,Test/s5/8.pgm,5,5,2.041276454925537,True
5,Test/s5/9.pgm,5,5,2.312532901763916,True
5,Test/s5/10.pgm,5,5,1.9129739999771118,True
5,Test/s6/6.pgm,6,6,1.3664953708648682,True
5,Test/s6/7.pgm,6,6,1.161109447479248,True
5,Test/s6/8.pgm,6,6,3.0966291427612305,True
5,Test/s6/9.pgm,6,6,2.3085904121398926,True
5,Test/s6/10.pgm,6,6,1.2381888628005981,True
5,Test/s7/6.pgm,7,17,3.102618932723999,False
5,Test/s7/7.pgm,7,7,1.405718207359314,True
5,Test/s7/8.pgm,7,17,3.3823635578155518,False
5,Test/s7/9.pgm,7,7,1.4735212326049805,True
5,Test/s7/10.pgm,7,17,2.2260656356811523,False
5,Test/s8/6.pgm,8,8,2.5945911407470703,True
5,Test/s8/7.pgm,8,8,2.016631603240967,True
5,Test/s8/8.pgm,8,8,2.71089243888855,True
5,Test/s8/9.pgm,8,8,3.383443832397461,True
5,Test/s8/10.pgm,8,8,1.469175934791565,True
5,Test/s9/6.pgm,9,9,3.4392096996307373,True
5,Test/s9/7.pgm,9,4,4.191865921020508,False
5,Test/s9/8.pgm,9,9,3.025465726852417,True
5,Test/s9/9.pgm,9,9,2.5442404747009277,True
5,Test/s9/10.pgm,9,9,2.137389898300171,True
5,Test/s10/6.pgm,10,10,5.548577308654785,True
5,Test/s10/7.pgm,10,10,4.114633083343506,True
5,Test/s10/8.pgm,10,10,3.5035338401794434,True
5,Test/s10/9.pgm,10,10,5.330504417419434,True
5,Test/s10/10.pgm,10,10,7.243114471435547,True
5,Test/s11/6.pgm,11,11,3.0776093006134033,True
5,Test/s11/7.pgm,11,11,2.6088545322418213,True
5,Test/s11/8.pgm,11,11,5.575833797454834,True
5,Test/s11/9.pgm,11,11,3.040841817855835,True
5,Test/s11/10.pgm,11,11,2.2245535850524902,True
5,Test/s12/6.pgm,12,12,4.358458042144775,True
5,Test/s12/7.pgm,12,12,1.8045669794082642,True
5,Test/s12/8.pgm,12,12,2.6460137367248535,True
5,Test/s12/9.pgm,12,12,4.769002437591553,True
5,Test/s12/10.pgm,12,12,4.499903202056885,True
5,Test/s13/6.pgm,13,13,2.286471366882324,True
5,Test/s13/7.pgm,13,13,1.915022850036621,True
5,Test/s13/8.pgm,13,13,1.4509129524230957,True
5,Test/s13/9.pgm,13,13,2.75606632232666,True
5,Test/s13/10.pgm,13,13,0.4158826470375061,True
5,Test/s14/6.pgm,14,37,4.697547912597656,False
5,Test/s14/7.pgm,14,37,4.402217388153076,False
5,Test/s14/8.pgm,14,37,5.104860305786133,False
5,Test/s14/9.pgm,14,11,6.740832805633545,False
5,Test/s14/10.pgm,14,37,5.930492877960205,False
5,Test/s15/6.pgm,15,15,1.6209408044815063,True
5,Test/s15/7.pgm,15,15,1.3814973831176758,True
5,Test/s15/8.pgm,15,15,1.2479047775268555,True
5,Test/s15/9.pgm,15,15,2.6148898601531982,True
5,Test/s15/10.pgm,15,15,0.8579889535903931,True
5,Test/s16/6.pgm,16,2,4.536380767822266,False
5,Test/s16/7.pgm,16,16,3.2905049324035645,True
5,Test/s16/8.pgm,16,2,3.3796489238739014,False
5,Test/s16/9.pgm,16,16,2.4308412075042725,True
5,Test/s16/10.pgm,16,16,4.237433433532715,True
5,Test/s17/6.pgm,17,7,3.114785671234131,False
5,Test/s17/7.pgm,17,7,2.4723660945892334,False
5,Test/s17/8.pgm,17,7,2.4536008834838867,False
5,Test/s17/9.pgm,17,7,3.4364678859710693,False
5,Test/s17/10.pgm,17,7,3.3960256576538086,False
5,Test/s18/6.pgm,18,18,2.8943467140197754,True
5,Test/s18/7.pgm,18,18,3.456728935241699,True
5,Test/s18/8.pgm,18,18,1.166053295135498,True
5,Test/s18/9.pgm,18,18,2.989509105682373,True
5,Test/s18/10.pgm,18,5,2.950672149658203,False
5,Test/s19/6.pgm,19,19,3.5614418983459473,True
5,Test/s19/7.pgm,19,27,2.44816255569458,False
5,Test/s19/8.pgm,19,27,1.6675066947937012,False
5,Test/s19/9.pgm,19,2,4.58078145980835,False
5,Test/s19/10.pgm,19,27,1.5030537843704224,False
5,Test/s20/6.pgm,20,20,1.1332299709320068,True
5,Test/s20/7.pgm,20,20,3.4939217567443848,True
5,Test/s20/8.pgm,20,23,4.284242630004883,False
5,Test/s20/9.pgm,20,23,3.1070430278778076,False
5,Test/s20/10.pgm,20,20,1.235363483428955,True
5,Test/s21/6.pgm,21,21,1.7937771081924438,True
5,Test/s21/7.pgm,21,21,2.2204790115356445,True
5,Test/s21/8.pgm,21,21,0.7404894232749939,True
5,Test/s21/9.pgm,21,21,1.7281084060668945,True
5,Test/s21/10.pgm,21,21,1.3029145002365112,True
5,Test/s22/6.pgm,22,22,2.760080099105835,True
5,Test/s22/7.pgm,22,22,1.5938361883163452,True
5,Test/s22/8.pgm,22,22,1.171210765838623,True
5,Test/s22/9.pgm,22,22,1.1898491382598877,True
5,Test/s22/10.pgm,22,22,1.3689831495285034,True
5,Test/s23/6.pgm,23,23,1.170324444770813,True
5,Test/s23/7.pgm,23,23,2.87506365776062,True
5,Test/s23/8.pgm,23,23,1.3861188888549805,True
5,Test/s23/9.pgm,23,23,2.266634941101074,True
5,Test/s23/10.pgm,23,23,1.8510432243347168,True
5,Test/s24/6.pgm,24,24,1.9068942070007324,True
5,Test/s24/7.pgm,24,24,2.4073753356933594,True
5,Test/s24/8.pgm,24,24,3.670588731765747,True
5,Test/s24/9.pgm,24,24,2.8206262588500977,True
5,Test/s24/10.pgm,24,24,1.75042724609375,True
5,Test/s25/6.pgm,25,25,2.195286512374878,True
5,Test/s25/7.pgm,25,25,2.461143732070923,True
5,Test/s25/8.pgm,25,5,3.5883407592773438,False
5,Test/s25/9.pgm,25,5,3.410914659500122,False
5,Test/s25/10.pgm,25,25,0.5972156524658203,True
5,Test/s26/6.pgm,26,26,2.616487741470337,True
5,Test/s26/7.pgm,26,26,2.343818426132202,True
5,Test/s26/8.pgm,26,26,4.047367095947266,True
5,Test/s26/9.pgm,26,12,3.717669725418091,False
5,Test/s26/10.pgm,26,26,4.131929874420166,True
5,Test/s27/6.pgm,27,11,4.760927200317383,False
5,Test/s27/7.pgm,27,11,3.9756665229797363,False
5,Test/s27/8.pgm,27,11,3.5554749965667725,False
5,Test/s27/9.pgm,27,11,3.763282060623169,False
5,Test/s27/10.pgm,27,11,2.9478189945220947,False
5,Test/s28/6.pgm,28,28,1.5419745445251465,True
5,Test/s28/7.pgm,28,28,1.1391927003860474,True
5,Test/s28/8.pgm,28,37,3.5137407779693604,False
5,Test/s28/9.pgm,28,28,2.994816541671753,True
5,Test/s28/10.pgm,28,28,3.6172633171081543,True
5,Test/s29/6.pgm,29,29,1.3711715936660767,True
5,Test/s29/7.pgm,29,29,1.4567537307739258,True
5,Test/s29/8.pgm,29,29,2.9549174308776855,True
5,Test/s29/9.pgm,29,29,2.680182933807373,True
5,Test/s29/10.pgm,29,29,2.504744052886963,True
5,Test/s30/6.pgm,30,30,1.213882565498352,True
5,Test/s30/7.pgm,30,30,2.273618698120117,True
5,Test/s30/8.pgm,30,30,1.4990333318710327,True
5,Test/s30/9.pgm,30,20,1.9186965227127075,False
5,Test/s30/10.pgm,30,30,1.8444823026657104,True
5,Test/s31/6.pgm,31,29,5.2461042404174805,False
5,Test/s31/7.pgm,31,31,1.9082740545272827,True
5,Test/s31/8.pgm,31,21,2.4648654460906982,False
5,Test/s31/9.pgm,31,31,1.2298920154571533,True
5,Test/s31/10.pgm,31,31,0.8697877526283264,True
5,Test/s32/6.pgm,32,2,3.368969202041626,False
5,Test/s32/7.pgm,32,16,3.454224109649658,False
5,Test/s32/8.pgm,32,32,3.0952982902526855,True
5,Test/s32/9.pgm,32,2,3.677363634109497,False
5,Test/s32/10.pgm,32,2,2.3303818702697754,False
5,Test/s33/6.pgm,33,33,2.3267087936401367,True
5,Test/s33/7.pgm,33,33,2.2985949516296387,True
5,Test/s33/8.pgm,33,30,3.2693703174591064,False
5,Test/s33/9.pgm,33,33,1.0342493057250977,True
5,Test/s33/10.pgm,33,33,0.41254884004592896,True
5,Test/s34/6.pgm,34,34,2.561535120010376,True
5,Test/s34/7.pgm,34,34,1.3557783365249634,True
5,Test/s34/8.pgm,34,34,4.114325523376465,True
5,Test/s34/9.pgm,34,34,5.438521385192871,True
5,Test/s34/10.pgm,34,34,5.454699993133545,True
5,Test/s35/6.pgm,35,25,3.316850185394287,False
5,Test/s35/7.pgm,35,35,3.985551595687866,True
5,Test/s35/8.pgm,35,25,1.6793967485427856,False
5,Test/s35/9.pgm,35,35,2.5020270347595215,True
5,Test/s35/10.pgm,35,25,3.4514851570129395,False
5,Test/s36/6.pgm,36,16,2.503871202468872,False
5,Test/s36/7.pgm,36,24,3.9248015880584717,False
5,Test/s36/8.pgm,36,36,1.781104326248169,True
5,Test/s36/9.pgm,36,7,2.4208478927612305,False
5,Test/s36/10.pgm,36,16,2.5493032932281494,False
5,Test/s37/6.pgm,37,37,1.4574029445648193,True
5,Test/s37/7.pgm,37,37,1.7065708637237549,True
5,Test/s37/8.pgm,37,37,1.7990434169769287,True
5,Test/s37/9.pgm,37,37,1.7789098024368286,True
5,Test/s37/10.pgm,37,37,2.6638104915618896,True
5,Test/s38/6.pgm,38,38,1.9195115566253662,True
5,Test/s38/7.pgm,38,38,1.5834628343582153,True
5,Test/s38/8.pgm,38,23,2.7618319988250732,False
5,Test/s38/9.pgm,38,38,2.7231297492980957,True
5,Test/s38/10.pgm,38,38,1.3592908382415771,True
5,Test/s39/6.pgm,39,39,4.147429466247559,True
5,Test/s39/7.pgm,39,29,2.336682081222534,False
5,Test/s39/8.pgm,39,29,3.115478754043579,False
5,Test/s39/9.pgm,39,39,1.8681025505065918,True
5,Test/s39/10.pgm,39,39,1.8704453706741333,True
5,Test/s40/6.pgm,40,25,2.5670511722564697,False
5,Test/s40/7.pgm,40,40,2.1432323455810547,True
5,Test/s40/8.pgm,40,40,2.554741144180298,True
5,Test/s40/9.pgm,40,25,2.6674067974090576,False
5,Test/s40/10.pgm,40,40,2.0358645915985107,True
10,Test/s1/6.pgm,1,1,8.219273567199707,True
10,Test/s1/7.pgm,1,1,6.4435319900512695,True
10,Test/s1/8.pgm,1,16,8.082651138305664,False
10,Test/s1/9.pgm,1,1,6.8352789878845215,True
10,Test/s1/10.pgm,1,1,7.6463823318481445,True
10,Test/s2/6.pgm,2,2,3.4103798866271973,True
10,Test/s2/7.pgm,2,2,3.4071996212005615,True
10,Test/s2/8.pgm,2,2,1.1103649139404297,True
10,Test/s2/9.pgm,2,2,4.640646457672119,True
10,Test/s2/10.pgm,2,2,2.9469025135040283,True
10,Test/s3/6.pgm,3,17,6.186784267425537,False
10,Test/s3/7.pgm,3,4,5.154668807983398,False
10,Test/s3/8.pgm,3,4,5.9074506759643555,False
10,Test/s3/9.pgm,3,3,4.738587379455566,True
10,Test/s3/10.pgm,3,3,4.249757766723633,True
10,Test/s4/6.pgm,4,4,6.901391983032227,True
10,Test/s4/7.pgm,4,4,2.053550958633423,True
10,Test/s4/8.pgm,4,4,1.9353487491607666,True
10,Test/s4/9.pgm,4,4,2.3637945652008057,True
10,Test/s4/10.pgm,4,4,2.707144021987915,True
10,Test/s5/6.pgm,5,5,1.396493911743164,True
10,Test/s5/7.pgm,5,5,1.3285959959030151,True
10,Test/s5/8.pgm,5,5,4.188270568847656,True
10,Test/s5/9.pgm,5,5,3.4110419750213623,True
10,Test/s5/10.pgm,5,5,4.104630470275879,True
10,Test/s6/6.pgm,6,6,2.080165147781372,True
10,Test/s6/7.pgm,6,6,2.176647186279297,True
10,Test/s6/8.pgm,6,6,4.051344394683838,True
10,Test/s6/9.pgm,6,6,3.062749147415161,True
10,Test/s6/10.pgm,6,6,1.4484341144561768,True
10,Test/s7/6.pgm,7,7,3.8656563758850098,True
10,Test/s7/7.pgm,7,7,2.3231515884399414,True
10,Test/s7/8.pgm,7,7,5.010625839233398,True
10,Test/s7/9.pgm,7,7,2.7536041736602783,True
10,Test/s7/10.pgm,7,7,4.002147197723389,True
10,Test/s8/6.pgm,8,8,3.2975969314575195,True
10,Test/s8/7.pgm,8,8,3.4135618209838867,True
10,Test/s8/8.pgm,8,8,2.9501523971557617,True
10,Test/s8/9.pgm,8,8,5.152440071105957,True
10,Test/s8/10.pgm,8,8,2.54541277885437,True
10,Test/s9/6.pgm,9,38,5.731606960296631,False
10,Test/s9/7.pgm,9,38,5.926997661590576,False
10,Test/s9/8.pgm,9,9,4.308149337768555,True
10,Test/s9/9.pgm,9,9,3.755314350128174,True
10,Test/s9/10.pgm,9,9,3.880951166152954,True
10,Test/s10/6.pgm,10,10,6.492015838623047,True
10,Test/s10/7.pgm,10,10,5.849689960479736,True
10,Test/s10/8.pgm,10,10,4.309321403503418,True
10,Test/s10/9.pgm,10,38,6.975033283233643,False
10,Test/s10/10.pgm,10,38,8.068973541259766,False
10,Test/s11/6.pgm,11,11,4.3087053298950195,True
10,Test/s11/7.pgm,11,11,5.647110939025879,True
10,Test/s11/8.pgm,11,15,9.00842571258545,False
10,Test/s11/9.pgm,11,11,6.320305347442627,True
10,Test/s11/10.pgm,11,11,3.454962730407715,True
10,Test/s12/6.pgm,12,12,5.31619119644165,True
10,Test/s12/7.pgm,12,12,3.0700814723968506,True
10,Test/s12/8.pgm,12,12,4.5367560386657715,True
10,Test/s12/9.pgm,12,12,5.928002834320068,True
10,Test/s12/10.pgm,12,12,5.883212089538574,True
10,Test/s13/6.pgm,13,13,4.224189758300781,True
10,Test/s13/7.pgm,13,13,2.7103688716888428,True
10,Test/s13/8.pgm,13,13,2.6027352809906006,True
10,Test/s13/9.pgm,13,13,4.020123481750488,True
10,Test/s13/10.pgm,13,13,0.5690804123878479,True
10,Test/s14/6.pgm,14,37,7.226749420166016,False
10,Test/s14/7.pgm,14,14,7.620784282684326,True
10,Test/s14/8.pgm,14,28,6.998011589050293,False
10,Test/s14/9.pgm,14,11,9.120352745056152,False
10,Test/s14/10.pgm,14,14,9.171442031860352,True
10,Test/s15/6.pgm,15,15,1.8045966625213623,True
10,Test/s15/7.pgm,15,15,2.3452632427215576,True
10,Test/s15/8.pgm,15,15,3.769314765930176,True
10,Test/s15/9.pgm,15,15,3.248999834060669,True
10,Test/s15/10.pgm,15,15,1.2897459268569946,True
10,Test/s16/6.pgm,16,16,5.201294898986816,True
10,Test/s16/7.pgm,16,16,5.272810935974121,True
10,Test/s16/8.pgm,16,16,6.069827556610107,True
10,Test/s16/9.pgm,16,16,5.24899435043335,True
10,Test/s16/10.pgm,16,16,5.393030643463135,True
10,Test/s17/6.pgm,17,36,5.403867244720459,False
10,Test/s17/7.pgm,17,36,7.219660758972168,False
10,Test/s17/8.pgm,17,36,6.5087056159973145,False
10,Test/s17/9.pgm,17,36,7.584856033325195,False
10,Test/s17/10.pgm,17,36,7.640468120574951,False
10,Test/s18/6.pgm,18,18,4.378828048706055,True
10,Test/s18/7.pgm,18,18,5.227811813354492,True
10,Test/s18/8.pgm,18,18,1.379409670829773,True
10,Test/s18/9.pgm,18,18,4.401454448699951,True
10,Test/s18/10.pgm,18,5,4.963151454925537,False
10,Test/s19/6.pgm,19,19,5.287784099578857,True
10,Test/s19/7.pgm,19,19,4.015336036682129,True
10,Test/s19/8.pgm,19,19,5.0634765625,True
10,Test/s19/9.pgm,19,11,7.637462139129639,False
10,Test/s19/10.pgm,19,19,4.042007923126221,True
10,Test/s20/6.pgm,20,20,1.3714888095855713,True
10,Test/s20/7.pgm,20,20,4.278647422790527,True
10,Test/s20/8.pgm,20,21,6.9849748611450195,False
10,Test/s20/9.pgm,20,20,6.42076301574707,True
10,Test/s20/10.pgm,20,20,1.9817280769348145,True
10,Test/s21/6.pgm,21,21,2.0133564472198486,True
10,Test/s21/7.pgm,21,21,3.6107804775238037,True
10,Test/s21/8.pgm,21,21,4.023329257965088,True
10,Test/s21/9.pgm,21,21,2.76293683052063,True
10,Test/s21/10.pgm,21,21,2.463961362838745,True
10,Test/s22/6.pgm,22,22,4.04230260848999,True
10,Test/s22/7.pgm,22,22,2.038748264312744,True
10,Test/s22/8.pgm,22,22,1.8041208982467651,True
10,Test/s22/9.pgm,22,22,2.2883758544921875,True
10,Test/s22/10.pgm,22,22,2.4934606552124023,True
10,Test/s23/6.pgm,23,23,1.6139620542526245,True
10,Test/s23/7.pgm,23,23,3.6531457901000977,True
10,Test/s23/8.pgm,23,23,2.115385055541992,True
10,Test/s23/9.pgm,23,23,2.351640462875366,True
10,Test/s23/10.pgm,23,23,2.7089245319366455,True
10,Test/s24/6.pgm,24,24,2.476522445678711,True
10,Test/s24/7.pgm,24,24,2.9864962100982666,True
10,Test/s24/8.pgm,24,24,5.105471611022949,True
10,Test/s24/9.pgm,24,24,4.722324848175049,True
10,Test/s24/10.pgm,24,24,3.7083256244659424,True
10,Test/s25/6.pgm,25,25,2.8818490505218506,True
10,Test/s25/7.pgm,25,25,2.807164430618286,True
10,Test/s25/8.pgm,25,25,4.914857387542725,True
10,Test/s25/9.pgm,25,25,5.3623948097229,True
10,Test/s25/10.pgm,25,25,1.8745157718658447,True
10,Test/s26/6.pgm,26,26,4.867320537567139,True
10,Test/s26/7.pgm,26,26,6.259416580200195,True
10,Test/s26/8.pgm,26,26,4.415590286254883,True
10,Test/s26/9.pgm,26,26,4.849371433258057,True
10,Test/s26/10.pgm,26,26,4.700619697570801,True
10,Test/s27/6.pgm,27,17,8.507494926452637,False
10,Test/s27/7.pgm,27,17,8.182744026184082,False
10,Test/s27/8.pgm,27,17,9.295994758605957,False
10,Test/s27/9.pgm,27,27,7.658487796783447,True
10,Test/s27/10.pgm,27,27,4.612958908081055,True
10,Test/s28/6.pgm,28,28,1.753310203552246,True
10,Test/s28/7.pgm,28,28,2.9060111045837402,True
10,Test/s28/8.pgm,28,37,5.3143839836120605,False
10,Test/s28/9.pgm,28,28,5.575666427612305,True
10,Test/s28/10.pgm,28,28,4.577891826629639,True
10,Test/s29/6.pgm,29,29,1.5028202533721924,True
10,Test/s29/7.pgm,29,29,1.9768751859664917,True
10,Test/s29/8.pgm,29,29,3.4384076595306396,True
10,Test/s29/9.pgm,29,29,3.1310877799987793,True
10,Test/s29/10.pgm,29,29,3.5553269386291504,True
10,Test/s30/6.pgm,30,30,3.1153218746185303,True
10,Test/s30/7.pgm,30,30,3.8108227252960205,True
10,Test/s30/8.pgm,30,30,2.577911853790283,True
10,Test/s30/9.pgm,30,30,5.310405731201172,True
10,Test/s30/10.pgm,30,30,2.5980145931243896,True
10,Test/s31/6.pgm,31,31,6.789976119995117,True
10,Test/s31/7.pgm,31,31,3.478844165802002,True
10,Test/s31/8.pgm,31,31,3.2589316368103027,True
10,Test/s31/9.pgm,31,31,2.6472158432006836,True
10,Test/s31/10.pgm,31,31,2.0932106971740723,True
10,Test/s32/6.pgm,32,32,6.029133319854736,True
10,Test/s32/7.pgm,32,15,6.218473434448242,False
10,Test/s32/8.pgm,32,32,4.682453155517578,True
10,Test/s32/9.pgm,32,32,5.378039360046387,True
10,Test/s32/10.pgm,32,2,5.656069278717041,False
10,Test/s33/6.pgm,33,33,4.708835124969482,True
10,Test/s33/7.pgm,33,33,3.0646417140960693,True
10,Test/s33/8.pgm,33,33,5.5652947425842285,True
10,Test/s33/9.pgm,33,33,1.9398690462112427,True
10,Test/s33/10.pgm,33,33,0.6318955421447754,True
10,Test/s34/6.pgm,34,34,2.929208278656006,True
10,Test/s34/7.pgm,34,34,1.761315941810608,True
10,Test/s34/8.pgm,34,34,4.6453704833984375,True
10,Test/s34/9.pgm,34,34,6.234710216522217,True
10,Test/s34/10.pgm,34,34,6.543366432189941,True
10,Test/s35/6.pgm,35,25,5.117506504058838,False
10,Test/s35/7.pgm,35,25,6.554893970489502,False
10,Test/s35/8.pgm,35,25,4.371285915374756,False
